"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-07 09:00","2024","12","07","09:00","-4.7","","-9.7","","68","","","","27","","14","","","","101.17","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-07 10:00","2024","12","07","10:00","-4.6","","-10.1","","66","","","","26","","15","","","","101.18","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-07 11:00","2024","12","07","11:00","-4.1","","-11.2","","58","","","","27","","15","","","","101.16","","","","-9","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-07 12:00","2024","12","07","12:00","-4.8","","-9.1","","72","","","","27","","19","","","","101.15","","","","-11","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-07 13:00","2024","12","07","13:00","-4.4","","-7.1","","81","","","","31","","26","","","","101.13","","","","-12","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-07 14:00","2024","12","07","14:00","-4.8","","-12.8","","54","","","","28","","21","","","","101.18","","","","-11","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-07 15:00","2024","12","07","15:00","-4.6","","-12.5","","54","","","","30","","22","","","","101.21","","","","-11","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-07 16:00","2024","12","07","16:00","-5.5","","-11.9","","61","","","","30","","16","","","","101.30","","","","-11","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-07 17:00","2024","12","07","17:00","-6.0","","-11.7","","64","","","","28","","18","","","","101.40","","","","-12","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-07 18:00","2024","12","07","18:00","-6.5","","-11.9","","66","","","","27","","14","","","","101.50","","","","-12","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-07 19:00","2024","12","07","19:00","-6.7","","-11.5","","69","","","","26","","16","","","","101.56","","","","-13","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-07 20:00","2024","12","07","20:00","-6.5","","-11.6","","67","","","","26","","16","","","","101.62","","","","-13","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-07 21:00","2024","12","07","21:00","-6.8","","-11.5","","69","","","","25","","12","","","","101.68","","","","-12","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-07 22:00","2024","12","07","22:00","-6.6","","-11.5","","68","","","","26","","14","","","","101.71","","","","-12","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-07 23:00","2024","12","07","23:00","-6.9","","-11.0","","73","","","","25","","10","","","","101.73","","","","-12","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 00:00","2024","12","08","00:00","-6.9","","-11.1","","72","","","","25","","5","","","","101.76","","","","-9","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 01:00","2024","12","08","01:00","-7.1","","-10.7","","75","","","","26","","6","","","","101.75","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 02:00","2024","12","08","02:00","-7.0","","-11.4","","71","","","","26","","6","","","","101.76","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 03:00","2024","12","08","03:00","-6.2","","-7.8","","88","","","","8","","4","","","","101.80","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 04:00","2024","12","08","04:00","-6.2","","-8.6","","83","","","","","","0","","","","101.74","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 05:00","2024","12","08","05:00","-4.6","","-7.0","","83","","","","","","0","","","","101.73","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 06:00","2024","12","08","06:00","-4.8","","-5.1","","98","","","","34","","7","","","","101.71","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 07:00","2024","12","08","07:00","-5.2","","-8.2","","80","","","","1","","4","","","","101.66","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 08:00","2024","12","08","08:00","-4.1","","-7.0","","80","","","","32","","4","","","","101.62","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 09:00","2024","12","08","09:00","-2.6","","-5.2","","82","","","","","","0","","","","101.56","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 10:00","2024","12","08","10:00","-0.4","","-0.4","","100","","","","14","","30","","","","101.39","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 11:00","2024","12","08","11:00","0.9","","0.9","","100","","","","14","","41","","","","101.17","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 12:00","2024","12","08","12:00","2.6","","2.6","","100","","","","15","","37","","","","100.92","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 13:00","2024","12","08","13:00","3.3","","3.3","","100","","","","15","","33","","","","100.72","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 14:00","2024","12","08","14:00","3.5","","3.5","","100","","","","15","","34","","","","100.56","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 15:00","2024","12","08","15:00","4.1","","4.1","","100","","","","15","","26","","","","100.39","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 16:00","2024","12","08","16:00","5.6","","5.6","","100","","","","15","","20","","","","100.23","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 17:00","2024","12","08","17:00","6.3","","6.3","","100","","","","18","","15","","","","100.06","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 18:00","2024","12","08","18:00","5.8","","5.4","","98","","","","24","","12","","","","100.12","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 19:00","2024","12","08","19:00","4.8","","4.4","","98","","","","26","","12","","","","100.19","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 20:00","2024","12","08","20:00","4.1","","2.6","","90","","","","29","","14","","","","100.31","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 21:00","2024","12","08","21:00","3.0","","2.0","","93","","","","28","","11","","","","100.35","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 22:00","2024","12","08","22:00","2.4","","1.1","","91","","","","27","","11","","","","100.43","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-08 23:00","2024","12","08","23:00","2.7","","0.7","","87","","","","28","","17","","","","100.50","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 00:00","2024","12","09","00:00","2.3","","1.7","","95","","","","28","","11","","","","100.60","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 01:00","2024","12","09","01:00","2.2","","1.2","","93","","","","28","","9","","","","100.63","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 02:00","2024","12","09","02:00","2.7","","0.9","","88","","","","28","","16","","","","100.76","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 03:00","2024","12","09","03:00","2.2","","-0.3","","83","","","","29","","16","","","","100.90","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 04:00","2024","12","09","04:00","1.7","","-1.6","","79","","","","29","","29","","","","100.97","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 05:00","2024","12","09","05:00","0.8","","-2.5","","79","","","","30","","26","","","","101.05","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 06:00","2024","12","09","06:00","0.2","","-2.4","","83","","","","31","","19","","","","101.20","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 07:00","2024","12","09","07:00","-0.8","","-3.8","","80","","","","29","","18","","","","101.32","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 08:00","2024","12","09","08:00","-1.2","","-3.7","","83","","","","27","","13","","","","101.59","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 09:00","2024","12","09","09:00","0.0","","-3.6","","77","","","","28","","10","","","","101.60","","","","-3","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 10:00","2024","12","09","10:00","-0.1","","-4.1","","74","","","","30","","14","","","","101.68","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 11:00","2024","12","09","11:00","0.0","","-4.4","","72","","","","29","","15","","","","101.81","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 12:00","2024","12","09","12:00","0.6","","-4.2","","70","","","","31","","12","","","","101.79","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 13:00","2024","12","09","13:00","0.9","","-4.2","","69","","","","32","","15","","","","101.80","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 14:00","2024","12","09","14:00","1.8","","-3.9","","66","","","","31","","15","","","","101.85","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 15:00","2024","12","09","15:00","1.8","","-4.3","","64","","","","31","","17","","","","101.94","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 16:00","2024","12","09","16:00","1.1","","-3.7","","70","","","","31","","15","","","","102.10","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 17:00","2024","12","09","17:00","0.5","","-3.1","","77","","","","33","","21","","","","102.19","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 18:00","2024","12","09","18:00","-0.7","","-4.7","","74","","","","34","","18","","","","102.23","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 19:00","2024","12","09","19:00","-0.6","","-4.2","","77","","","","32","","14","","","","102.35","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 20:00","2024","12","09","20:00","-1.0","","-5.6","","71","","","","35","","20","","","","102.40","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 21:00","2024","12","09","21:00","-1.9","","-7.9","","63","","","","1","","19","","","","102.40","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 22:00","2024","12","09","22:00","-2.4","","-7.8","","66","","","","1","","16","","","","102.48","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-09 23:00","2024","12","09","23:00","-2.3","","-8.0","","65","","","","35","","14","","","","102.58","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 00:00","2024","12","10","00:00","-2.8","","-9.3","","61","","","","3","","11","","","","102.60","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 01:00","2024","12","10","01:00","-2.9","","-8.7","","64","","","","3","","11","","","","102.57","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 02:00","2024","12","10","02:00","-3.1","","-8.8","","65","","","","3","","8","","","","102.61","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 03:00","2024","12","10","03:00","-2.8","","-7.5","","70","","","","5","","12","","","","102.57","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 04:00","2024","12","10","04:00","-2.3","","-6.5","","73","","","","7","","13","","","","102.61","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 05:00","2024","12","10","05:00","-2.4","","-6.8","","72","","","","6","","11","","","","102.63","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 06:00","2024","12","10","06:00","-2.4","","-6.9","","71","","","","5","","11","","","","102.63","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 07:00","2024","12","10","07:00","-2.0","","-5.8","","76","","","","6","","13","","","","102.65","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 08:00","2024","12","10","08:00","-1.5","","-2.7","","91","","","","6","","8","","","","102.73","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 09:00","2024","12","10","09:00","-1.7","","-1.7","","100","","","","4","","10","","","","102.73","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 10:00","2024","12","10","10:00","-0.8","","-0.8","","100","","","","6","","15","","","","102.70","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 11:00","2024","12","10","11:00","0.4","","0.4","","100","","","","7","","19","","","","102.58","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 12:00","2024","12","10","12:00","0.7","","0.4","","98","","","","8","","21","","","","102.50","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 13:00","2024","12","10","13:00","1.2","","1.2","","100","","","","7","","22","","","","102.42","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 14:00","2024","12","10","14:00","1.2","","1.2","","100","","","","7","","15","","","","102.44","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 15:00","2024","12","10","15:00","1.6","","1.6","","100","","","","6","","12","","","","102.42","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 16:00","2024","12","10","16:00","2.0","","2.0","","100","","","","9","","16","","","","102.40","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 17:00","2024","12","10","17:00","2.6","","2.6","","100","","","","9","","15","","","","102.35","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 18:00","2024","12","10","18:00","3.1","","3.1","","100","","","","10","","14","","","","102.36","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 19:00","2024","12","10","19:00","3.7","","3.7","","100","","","","10","","16","","","","102.31","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 20:00","2024","12","10","20:00","4.3","","4.3","","100","","","","10","","14","","","","102.30","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 21:00","2024","12","10","21:00","4.7","","4.7","","100","","","","10","","13","","","","102.27","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 22:00","2024","12","10","22:00","5.2","","5.2","","100","","","","12","","15","","","","102.20","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-10 23:00","2024","12","10","23:00","5.4","","5.4","","100","","","","10","","23","","","","102.12","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 00:00","2024","12","11","00:00","6.0","","6.0","","100","","","","8","","26","","","","102.08","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 01:00","2024","12","11","01:00","6.2","","6.2","","100","","","","9","","18","","","","102.02","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 02:00","2024","12","11","02:00","6.6","","6.6","","100","","","","15","","8","","","","102.09","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 03:00","2024","12","11","03:00","6.5","","6.5","","100","","","","14","","9","","","","102.10","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 04:00","2024","12","11","04:00","6.6","","6.6","","100","","","","14","","10","","","","102.07","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 05:00","2024","12","11","05:00","6.7","","6.7","","100","","","","14","","5","","","","102.05","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 06:00","2024","12","11","06:00","6.5","","6.5","","100","","","","13","","9","","","","102.11","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 07:00","2024","12","11","07:00","6.8","","6.8","","100","","","","16","","8","","","","102.14","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 08:00","2024","12","11","08:00","6.8","","6.8","","100","","","","18","","4","","","","102.18","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 09:00","2024","12","11","09:00","6.6","","6.6","","100","","","","15","","10","","","","102.19","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 10:00","2024","12","11","10:00","6.1","","6.1","","100","","","","15","","12","","","","102.20","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 11:00","2024","12","11","11:00","5.8","","5.8","","100","","","","14","","17","","","","102.20","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 12:00","2024","12","11","12:00","6.0","","6.0","","100","","","","13","","22","","","","102.02","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 13:00","2024","12","11","13:00","6.0","","6.0","","100","","","","14","","19","","","","101.95","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 14:00","2024","12","11","14:00","6.2","","6.2","","100","","","","14","","17","","","","101.84","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 15:00","2024","12","11","15:00","7.1","","7.1","","100","","","","13","","22","","","","101.74","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 16:00","2024","12","11","16:00","7.9","","7.9","","100","","","","15","","12","","","","101.76","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 17:00","2024","12","11","17:00","8.3","","8.3","","100","","","","13","","10","","","","101.71","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 18:00","2024","12","11","18:00","11.4","","11.4","","100","","","","16","","10","","","","101.66","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 19:00","2024","12","11","19:00","11.6","","11.6","","100","","","","15","","13","","","","101.63","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 20:00","2024","12","11","20:00","12.5","","12.5","","100","","","","16","","13","","","","101.63","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 21:00","2024","12","11","21:00","13.9","","13.9","","100","","","","16","","16","","","","101.59","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 22:00","2024","12","11","22:00","14.3","","14.3","","100","","","","18","","20","","","","101.55","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-11 23:00","2024","12","11","23:00","14.8","","14.8","","100","","","","17","","22","","","","101.44","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 00:00","2024","12","12","00:00","14.0","","14.0","","100","","","","16","","19","","","","101.35","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 01:00","2024","12","12","01:00","13.6","","13.6","","100","","","","17","","19","","","","101.23","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 02:00","2024","12","12","02:00","13.1","","13.1","","100","","","","15","","18","","","","101.21","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 03:00","2024","12","12","03:00","12.6","","12.6","","100","","","","16","","17","","","","101.20","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 04:00","2024","12","12","04:00","12.9","","12.9","","100","","","","17","","15","","","","101.09","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 05:00","2024","12","12","05:00","13.0","","13.0","","100","","","","16","","19","","","","100.99","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 06:00","2024","12","12","06:00","13.2","","13.2","","100","","","","16","","22","","","","100.86","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 07:00","2024","12","12","07:00","13.4","","13.4","","100","","","","16","","24","","","","100.72","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 08:00","2024","12","12","08:00","13.8","","13.8","","100","","","","16","","25","","","","100.60","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 09:00","2024","12","12","09:00","13.3","","13.3","","100","","","","17","","22","","","","100.58","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 10:00","2024","12","12","10:00","13.0","","13.0","","100","","","","18","","23","","","","100.68","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 11:00","2024","12","12","11:00","11.2","","11.2","","100","","","","20","","18","","","","100.60","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 12:00","2024","12","12","12:00","10.2","","10.2","","100","","","","22","","14","","","","100.68","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 13:00","2024","12","12","13:00","9.0","","5.9","","81","","","","24","","22","","","","100.87","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 14:00","2024","12","12","14:00","8.8","","3.8","","71","","","","24","","22","","","","100.98","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 15:00","2024","12","12","15:00","8.4","","4.5","","76","","","","24","","16","","","","101.11","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 16:00","2024","12","12","16:00","7.7","","3.7","","76","","","","23","","14","","","","101.26","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 17:00","2024","12","12","17:00","6.6","","2.8","","76","","","","25","","10","","","","101.40","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 18:00","2024","12","12","18:00","6.2","","1.2","","70","","","","24","","11","","","","101.58","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 19:00","2024","12","12","19:00","5.7","","0.3","","68","","","","24","","11","","","","101.68","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 20:00","2024","12","12","20:00","4.8","","-1.4","","64","","","","24","","9","","","","101.82","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 21:00","2024","12","12","21:00","4.5","","-1.3","","66","","","","22","","5","","","","101.89","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 22:00","2024","12","12","22:00","4.9","","-0.9","","66","","","","22","","7","","","","101.97","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-12 23:00","2024","12","12","23:00","4.5","","-1.2","","66","","","","21","","4","","","","101.98","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 00:00","2024","12","13","00:00","4.4","","-1.1","","67","","","","24","","5","","","","102.02","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 01:00","2024","12","13","01:00","4.7","","-1.4","","64","","","","23","","7","","","","102.04","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 02:00","2024","12","13","02:00","4.5","","-1.1","","67","","","","23","","5","","","","102.06","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 03:00","2024","12","13","03:00","4.5","","-0.9","","68","","","","24","","6","","","","102.15","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 04:00","2024","12","13","04:00","4.1","","-2.1","","64","","","","27","","18","","","","102.21","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 05:00","2024","12","13","05:00","2.7","","-3.7","","63","","","","28","","17","","","","102.28","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 06:00","2024","12","13","06:00","1.9","","-5.2","","60","","","","29","","14","","","","102.41","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 07:00","2024","12","13","07:00","1.2","","-5.0","","63","","","","27","","7","","","","102.56","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 08:00","2024","12","13","08:00","0.8","","-7.0","","56","","","","26","","9","","","","102.64","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 09:00","2024","12","13","09:00","1.7","","-5.9","","57","","","","26","","11","","","","102.75","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 10:00","2024","12","13","10:00","1.5","","-7.4","","51","","","","28","","17","","","","102.81","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 11:00","2024","12","13","11:00","1.4","","-8.0","","49","","","","29","","18","","","","102.84","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 12:00","2024","12","13","12:00","1.3","","-7.1","","53","","","","28","","18","","","","102.78","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 13:00","2024","12","13","13:00","1.5","","-8.2","","48","","","","28","","18","","","","102.80","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 14:00","2024","12","13","14:00","1.7","","-9.3","","44","","","","27","","20","","","","102.82","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 15:00","2024","12","13","15:00","1.6","","-12.1","","35","","","","27","","21","","","","102.90","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 16:00","2024","12","13","16:00","0.7","","-13.0","","35","","","","30","","14","","","","103.01","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 17:00","2024","12","13","17:00","0.2","","-12.6","","37","","","","29","","10","","","","103.09","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 18:00","2024","12","13","18:00","-0.3","","-12.6","","39","","","","29","","8","","","","103.16","","","","-3","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 19:00","2024","12","13","19:00","-0.8","","-11.7","","43","","","","28","","8","","","","103.23","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 20:00","2024","12","13","20:00","-0.9","","-11.2","","45","","","","29","","9","","","","103.30","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 21:00","2024","12","13","21:00","-1.4","","-10.5","","50","","","","26","","10","","","","103.34","","","","-5","","NA"
